linea,tipo,razon,texto_original,porcentaje_automatico,detalles_base,detalles_avanzados,texto_catalan,texto_chino
82146813,eliminacion_catalan,caracteres_problematicos: {'·'},"El Sr. Aboutahir (el Marroc), qui presenta el projecte de resolució en nom del Grup dels 77 i de la ...",,,,,
82152356,eliminacion_catalan,caracteres_problematicos: {'/'},"Informe del Comitè contra la Tortura (Suplement núm. 44) (resolució 39/46 de l'Assemblea General, an...",,,,,
82259670,eliminacion_catalan,caracteres_problematicos: {'·'},6. Acull complaguda la col·laboració relativa al desenvolupament de la capacitat d'avaluació i a alt...,,,,,
82365046,eliminacion_catalan,caracteres_problematicos: {'/'},El representant d'Alemanya (I/CONF.94/INF.53) va informar sobre els serveis interoperables de nomenc...,,,,,
82477713,eliminacion_catalan,caracteres_problematicos: {'·'},"279. El 15 de novembre de 1989, Landmark va celebrar un contracte amb IOEC per al subministrament d'...",,,,,
82517992,eliminacion_catalan,caracteres_problematicos: {'·'},Els gerents han de tenir en compte que tot il·lícit comès en qualsevol lloc del món pot ser transmès...,,,,,
82534391,eliminacion_catalan,caracteres_problematicos: {'/'},"La Junta va informar anteriorment (A/57/5, vol. II, cap. II, par. 29) sobre les diferències d'entita...",,,,,
82548604,eliminacion_catalan,caracteres_problematicos: {'·'},"Es va proporcionar a la Comissió, prèvia sol·licitud, detalls sobre el finançament del programa (veg...",,,,,
82554593,eliminacion_catalan,"caracteres_problematicos: {'*', '/'}",- * Auditoria del Servei de Gestió de les Inversions de la Caixa Comuna de Pensions del Personal de ...,,,,,
82587655,eliminacion_catalan,caracteres_problematicos: {'·'},"El Tribunal, en estreta col·laboració amb l'Oficina de l'Alt Representant, ha establert una sala esp...",,,,,
82588915,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}","El present informe, preparat en atenció a la sol·licitud formulada per l'Assemblea General en la sev...",,,,,
82633673,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '·'}",4.11. L'Estat Part al·lega que la Constitució espanyola admet la subsistència de l'ús de títols nobi...,,,,,
82649968,eliminacion_catalan,caracteres_problematicos: {'°'},10. Demana al Secretari General que presenti el seu informe a la Comissió de Desenvolupament Social ...,,,,,
82723490,eliminacion_catalan,caracteres_problematicos: {'/'},El Diàleg d'alt nivell de l'Assemblea General de les Nacions Unides sobre el finançament per al dese...,,,,,
82744002,eliminacion_catalan,"caracteres_problematicos: {'/', '[', ']'}","UNCTAD, Comissió de l'Empresa, la Facilitació de l'Activitat Empresarial i el Desenvolupament [decis...",,,,,
82773137,eliminacion_catalan,caracteres_problematicos: {'/'},"Projecte de resolució A/C.3/59/L.33: La tortura i altres tractes o penes cruels, inhumans o degradan...",,,,,
82776007,eliminacion_catalan,caracteres_problematicos: {'·'},El desplegament ràpid d'una força ben equipada i eficaç de la Unió Europea sota el comandament de Fr...,,,,,
82819033,eliminacion_catalan,caracteres_problematicos: {'/'},"9. Reitera el paràgraf 51 de la secció II de la seva resolució 57/305, en el qual va encoratjar al S...",,,,,
82882823,eliminacion_catalan,caracteres_problematicos: {'·'},Va tenir lloc una fira commemorativa en gran escala en què es van incloure representacions teatrals ...,,,,,
82898744,eliminacion_catalan,caracteres_problematicos: {'%'},"En 2002, la qualitat de l'aigua en 33 de les 41 platges estudiades (81%) complia els objectius fixat...",,,,,
83073017,eliminacion_catalan,"caracteres_problematicos: {'°', '·'}","Els qui hagin obtingut la nacionalitat xilena mitjançant Carta de Nacionalització, igual que qualsev...",,,,,
83165549,eliminacion_catalan,caracteres_problematicos: {'/'},"En les seves decisions posteriors 20/24, 21/4 i 22/4, el Consell d'Administració va disposar que el ...",,,,,
83198508,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",En l'exposició tampoc es va fer referència als recursos sol·licitats en el projecte de pressupost de...,,,,,
83201416,eliminacion_catalan,"caracteres_problematicos: {'/', '°'}",14. Decideix també prorratejar entre els Estats membres la suma de 3.031.667 dòlars per al període c...,,,,,
83209838,eliminacion_catalan,caracteres_problematicos: {'·'},":: Enfortir la gestió, la conservació i el desenvolupament sostenible de tots els tipus de boscos pe...",,,,,
83250881,eliminacion_catalan,caracteres_problematicos: {'/'},"182. La Comissió va observar que, de conformitat amb la resolució 59/116 de l'Assemblea General, la ...",,,,,
83321625,eliminacion_catalan,caracteres_problematicos: {'·'},En l'actualitat està examinant projectes de reglament sobre la prospecció i exploració de sulfurs po...,,,,,
83322083,eliminacion_catalan,caracteres_problematicos: {'/'},"Després de publicat l'informe principal (A/60/63), la Dependència de Preparació de Cursos sobre el C...",,,,,
83340533,eliminacion_catalan,caracteres_problematicos: {'·'},La Comissió Consultiva recomana que l'Assemblea General aprovi la sol·licitud de 476.500 dòlars (aba...,,,,,
83489242,eliminacion_catalan,"caracteres_problematicos: {'/', '[', ']'}",[sobre la base de l'informe de la Comissió Política Especial i de Descolonització (Quarta Comissió) ...,,,,,
83506184,eliminacion_catalan,caracteres_problematicos: {'·'},Crec que la positiva descripció que ha fet de la labor de la Conferència de Desarmament els vindrà m...,,,,,
83508138,eliminacion_catalan,caracteres_problematicos: {'·'},Les disposicions sobre la violència domèstica del Programa de migració australià permeten que una pe...,,,,,
83516422,eliminacion_catalan,caracteres_problematicos: {'%'},L'11% de les mares sense parella i el 40% de les divorciades o separades rebien ajuda financera del ...,,,,,
83546017,eliminacion_catalan,caracteres_problematicos: {'·'},"A diferència del sistema de cura de la salut de Paramaribo i els districtes, que té una estructura v...",,,,,
83575120,eliminacion_catalan,caracteres_problematicos: {'%'},Aproximadament el 50% de la població de la República Srpska està proveïda d'aigua.,,,,,
83600421,eliminacion_catalan,caracteres_problematicos: {'/'},"Entre els múltiples assoliments dels seus 10 anys de treball al capdavant de l'UNICEF, els oradors v...",,,,,
83660912,eliminacion_catalan,caracteres_problematicos: {'·'},"a) El Departament d'Assumptes Econòmics i Socials coordinaria el Segon Decenni el que, al seu judici...",,,,,
83681005,eliminacion_catalan,caracteres_problematicos: {'·'},"64. Conformement al mandat revisat del Grup de Treball, es va sol·licitar novament la candidatura d'...",,,,,
83812252,eliminacion_catalan,caracteres_problematicos: {'/'},... especificada pel fabricant/proveïdor o l'autoritat competent.,,,,,
83848721,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",La definició pràctica que s'ha donat de la transició és la següent: “En les Nacions Unides s'entén p...,,,,,
83855554,eliminacion_catalan,caracteres_problematicos: {'·'},"Li desitjo, Excel·lentíssim Senyor President, salut i èxits, i al poble amic d'Israel pau, benestar ...",,,,,
83871152,eliminacion_catalan,caracteres_problematicos: {'*'},"3. Establint, de conformitat amb la recomanació de les Nacions Unides, el ""Pla d'Acció Nacional de D...",,,,,
84000719,eliminacion_catalan,caracteres_problematicos: {'°'},La Cinquena Comissió recomana que l'Assemblea General confirmi el nomenament de les següents persone...,,,,,
84003358,eliminacion_catalan,caracteres_problematicos: {'/'},"En la seva decisió 60/562, l'Assemblea General va autoritzar el Secretari General a contreure compro...",,,,,
84098461,eliminacion_catalan,caracteres_problematicos: {'·'},"La immediata disponibilitat de les armes il·lícites fomenta la delinqüència organitzada, el tràfic d...",,,,,
84115031,eliminacion_catalan,caracteres_problematicos: {'/'},La Sra. Aliyeva (Azerbaidjan) celebra que es posi l'accent en la qüestió crítica de la violència con...,,,,,
84119152,eliminacion_catalan,caracteres_problematicos: {'·'},La necessitat de donar una resposta col·lectiva va donar lloc a la proclamació del Primer Decenni de...,,,,,
84122122,eliminacion_catalan,caracteres_problematicos: {'/'},"Tema 98 del programa: Prevenció del delicte i justícia penal (continuació) (A/61/96, 135, 178, 179 i...",,,,,
84127475,eliminacion_catalan,caracteres_problematicos: {'%'},"9. El factor per actes hostils o abandonament forçós equival, en percentatge, al total dels punts di...",,,,,
84138296,eliminacion_catalan,caracteres_problematicos: {'/'},"El Sr. Pambou-Tchivounda (President de la Comissió de Dret Internacional), presentant els capítols X...",,,,,
84262392,eliminacion_catalan,caracteres_problematicos: {'·'},"49. El Canadà va informar que, amb el suport ocasional de l'Organització Internacional per a les Mig...",,,,,
84263813,eliminacion_catalan,caracteres_problematicos: {'·'},Els Estats Units van comunicar també l'existència d'un programa concret de cooperació i col·laboraci...,,,,,
84313217,eliminacion_catalan,caracteres_problematicos: {'%'},"Cada any, com a resultat de la reducció i racionalització de la despesa, es redueix la relació propo...",,,,,
84393994,eliminacion_catalan,caracteres_problematicos: {'/'},Assignació de temes del programa (A/C.6/61/1),,,,,
84394441,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '·'}",Taula rodona sobre “Una nova forma d'explotació de les dones: recol·lecció i tràfic d'òvuls humans” ...,,,,,
84399204,eliminacion_catalan,"caracteres_problematicos: {'/', '[', ']'}",S/2006/890 Carta de data 15 de novembre de 2006 dirigida al President del Consell de Seguretat pel R...,,,,,
84465595,eliminacion_catalan,caracteres_problematicos: {'·'},No s'atorga un diploma de compliment a les instal·lacions portuàries de Myanmar que no segueixin i a...,,,,,
84511272,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","[1 bis Demana a la Secretària Executiva que comenci a investigar, juntament amb el Funcionari Execut...",,,,,
84527486,eliminacion_catalan,caracteres_problematicos: {'/'},"La decisió SC-2/17, sobre el mecanisme d'intercanvi d'informació, presentada per la secretaria i ado...",,,,,
84538317,eliminacion_catalan,caracteres_problematicos: {'/'},"En la seva 37a sessió, celebrada el 24 de juliol, el Consell va adoptar el projecte de decisió titul...",,,,,
84540085,eliminacion_catalan,caracteres_problematicos: {'/'},"Els resultats de les auditories, que es descriuen amb major detall en el document DP/2006/32, es van...",,,,,
84558629,eliminacion_catalan,caracteres_problematicos: {'·'},6.3.6 Contribuirà a la formulació de normes internacionalment reconegudes per a la bona governança p...,,,,,
84566715,eliminacion_catalan,caracteres_problematicos: {'/'},A causa de la modificació dels requisits de presentació d'informes sobre els casos de conformitat am...,,,,,
84823737,eliminacion_catalan,caracteres_problematicos: {'/'},"A més, en l'informe del Secretari General (A/61/730) s'ofereixen estratègies alternatives per a fina...",,,,,
84965309,eliminacion_catalan,caracteres_problematicos: {'·'},"El Subprograma es va concebre per tenir en compte els desafiaments incipients, com la pandèmia de VI...",,,,,
85037324,eliminacion_catalan,caracteres_problematicos: {'/'},- Lluita contra el VIH/SIDA i construcció d'un centre de salut: s'han prestat serveis mèdics a 314 n...,,,,,
85141544,eliminacion_catalan,caracteres_problematicos: {'·'},Hauria d'encoratjar-se a les autoritats del Govern Federal de Transició a adoptar el Codi internacio...,,,,,
85228805,eliminacion_catalan,caracteres_problematicos: {'/'},Aquesta esfera de gran prioritat s'ha posat en relleu particularment en la resolució 62/211 de l'Ass...,,,,,
85314452,eliminacion_catalan,caracteres_problematicos: {'/'},"A més, a l'abril de 2007 va presentar una contribució escrita (A/62/121/Add.1) arran de la invitació...",,,,,
85349735,eliminacion_catalan,caracteres_problematicos: {'/'},"6. En la seva 19a sessió, celebrada el 28 d'octubre, la Comissió va aprovar el projecte de resolució...",,,,,
85413596,eliminacion_catalan,caracteres_problematicos: {'·'},b) i) Major percentatge de països que reben cooperació tècnica de la CEPAL com a suport a les seves ...,,,,,
85419573,eliminacion_catalan,caracteres_problematicos: {'·'},"Pel que fa a la ciència electrònica, la CEPA està organitzant la Conferència "" Ciència a l'Àfrica "",...",,,,,
85423994,eliminacion_catalan,caracteres_problematicos: {'·'},"El bloqueig és una mesura violatòria dels drets humans col·lectius, entre ells el dret inalienable a...",,,,,
85427793,eliminacion_catalan,caracteres_problematicos: {'·'},"Aquest concepte es va condemnar al juliol de 2008 en la cimera de Sharm el-Sheikh, en la qual es va ...",,,,,
85540654,eliminacion_catalan,caracteres_problematicos: {'/'},participació en l'adopció de decisions; eleccions per a integrar la taula; participació en les delib...,,,,,
85641196,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",El PRESIDENT [parla en francès]: Declaro oberta la 1087a sessió plenària de la Conferència de Desarm...,,,,,
85657947,eliminacion_catalan,caracteres_problematicos: {'%'},":: Han rebut capacitació en alfabetització 3.003 mestres comunals, per a l'animació i seguiment d'ac...",,,,,
85690009,eliminacion_catalan,caracteres_problematicos: {'%'},"Actualment, es practica una operació cesària en només 1% dels parts (450), nivell inferior a l'estàn...",,,,,
85700522,eliminacion_catalan,caracteres_problematicos: {'·'},"e) Si en un cas particular i excepcional fa falta recórrer a la detenció, adopti totes les mesures n...",,,,,
85843349,eliminacion_catalan,caracteres_problematicos: {'/'},e) Cooperació entre les Nacions Unides i la Comunitat del Carib: projecte de resolució (A/63/L.38),,,,,
85984695,eliminacion_catalan,caracteres_problematicos: {'/'},"La diferència obeeix a les necessitats addicionals vinculades als nous llocs proposats, compensades ...",,,,,
86021460,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}","En 2008, en els quatre llocs de destinació, es va atendre el 77% de les sol·licituds de serveis d'in...",,,,,
86035159,eliminacion_catalan,"caracteres_problematicos: {'/', '`', '[', ']'}",El present informe s'ha preparat en compliment del que es disposa en el paràgraf 39 de la resolució ...,,,,,
86047316,eliminacion_catalan,caracteres_problematicos: {'/'},"El Comitè Assessor funciona d'acord amb el seu reglament aprovat, que figura en l'annex del seu prim...",,,,,
86050114,eliminacion_catalan,caracteres_problematicos: {'/'},"El 10 de juliol, en una sessió oficial, el Consell de Seguretat va escoltar informació del Represent...",,,,,
86102496,eliminacion_catalan,caracteres_problematicos: {'·'},Al juny de 2008 es va celebrar a Ghana un curs pràctic de foment de la capacitat organitzat per la S...,,,,,
86114109,eliminacion_catalan,caracteres_problematicos: {'·'},"Sol·licita a la Comissió que, en examinar les metodologies per als estudis dels sous del quadre de s...",,,,,
86189211,eliminacion_catalan,caracteres_problematicos: {'·'},8.La primera dissertació va versar sobre l'elaboració de programes de satèl·lits petits.,,,,,
86206334,eliminacion_catalan,caracteres_problematicos: {'·'},Creiem que el cim serà una ocasió que permetrà mobilitzar la voluntat dels dirigents mundials i conj...,,,,,
86235863,eliminacion_catalan,caracteres_problematicos: {'·'},"A més, les Comissions Principals es limitaran a prendre nota dels informes del Secretari General o d...",,,,,
86248827,eliminacion_catalan,"caracteres_problematicos: {'/', '°'}",S'examinen els detalls de redacció de les Regles de Rotterdam (2008) sobre la base de l'informe del ...,,,,,
86333517,eliminacion_catalan,caracteres_problematicos: {'/'},COHRE/MSF també va indicar que a Eslovàquia els romanís denunciaven amb freqüència que quan intentav...,,,,,
86524808,eliminacion_catalan,"caracteres_problematicos: {'%', '}', '{'}",a) {{Desviar-se significativament de la base de referència per a l'any 2020} {registrar una disminuc...,,,,,
86567216,eliminacion_catalan,caracteres_problematicos: {'/'},Aquestes audiències/reunions consisteixen normalment en una presentació a càrrec de cadascun dels ca...,,,,,
86610735,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}","18. Sol·licita al Secretari General que, en l'informe que se li demana en S/PRST/2007/40, inclogui t...",,,,,
86657622,eliminacion_catalan,"caracteres_problematicos: {'+', '@', '·'}",Se sol·licita als experts que enviïn les seves contribucions a la secretaria de la UNCTAD al més avi...,,,,,
86718856,eliminacion_catalan,caracteres_problematicos: {'/'},Mandat: resolució 61/245 de l'Assemblea General,,,,,
86758080,eliminacion_catalan,caracteres_problematicos: {'·'},c) La informació sobre l'aplicació nacional i internacional dels Objectius de Desenvolupament del Mi...,,,,,
86850657,eliminacion_catalan,caracteres_problematicos: {'/'},"Cal esmentar que el 25 de maig de 2010, durant la seva visita a la Caserna General de l'OTAN, el Pre...",,,,,
86879533,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}",El Viceministre d'Operacions va informar que el 80% de la població tenia accés a atenció primària de...,,,,,
86883323,eliminacion_catalan,caracteres_problematicos: {'/'},c) Proposta revisada per a la utilització de recursos del pressupost ordinari per sufragar les funci...,,,,,
86982577,eliminacion_catalan,"caracteres_problematicos: {'/', '[', ']'}",Tema 130 del programa: Planificació de programes [A/65/6 (Part I) i A/65/6 (Prog. 19)],,,,,
86994888,eliminacion_catalan,caracteres_problematicos: {'/'},Els principals factors que van afectar l'execució del pressupost en l'exercici 2008/09 es resumeixen...,,,,,
87031724,eliminacion_catalan,caracteres_problematicos: {'·'},"D'aquesta manera, moltes vegades els fons i productes il·lícits generats pel tràfic de drogues i la ...",,,,,
87052739,eliminacion_catalan,caracteres_problematicos: {'/'},62. Respecte a la preparació de l'informe del país per al Comitè sobre l'Eliminació de la Discrimina...,,,,,
87054992,eliminacion_catalan,caracteres_problematicos: {'·'},"25. Per conducte de l'equip de les Nacions Unides al país, l'ACNUDH va col·laborar estretament amb e...",,,,,
87068137,eliminacion_catalan,caracteres_problematicos: {'·'},Una segona salvaguarda consisteix en l'establiment de directrius legals que especifiquen i limiten e...,,,,,
87137748,eliminacion_catalan,caracteres_problematicos: {'·'},"En els casos en què se sol·liciti assistència per a la formulació de mesures d'aplicació, els Estats...",,,,,
87166467,eliminacion_catalan,caracteres_problematicos: {'·'},204. Actualment es planteja el desafiament de l'augment de l'oferta d'habitatges assequibles per a l...,,,,,
87168867,eliminacion_catalan,caracteres_problematicos: {'%'},"No obstant això, no es va aconseguir l'objectiu del programa de reduir els casos d'homicidi de dones...",,,,,
87209461,eliminacion_catalan,caracteres_problematicos: {'/'},2. El Comitè acull amb satisfacció l'informe inicial presentat per l'Estat parteix i les respostes a...,,,,,
87260719,eliminacion_catalan,caracteres_problematicos: {'·'},El nombre de sol·licitants d'habitatge social va ser de 345 en el mateix període.,,,,,
87298559,eliminacion_catalan,caracteres_problematicos: {'·'},"Això comporta fomentar l'apoderament a diferents nivells, a través de diversos mitjans, inclosa l'ed...",,,,,
87321188,eliminacion_catalan,caracteres_problematicos: {'·'},"f) Rebre, avaluar i aprovar les sol·licituds de suport financer de les Parts que són països en desen...",,,,,
87355724,eliminacion_catalan,"caracteres_problematicos: {'/', '[', ']'}",Revitalització de la labor de l'Assemblea General: informe del Grup de Treball Especial sobre la rev...,,,,,
87483515,eliminacion_catalan,caracteres_problematicos: {'/'},23. Decideix prorratejar entre els Estats Membres la suma de 1.647.550.300 dòlars per al període com...,,,,,
87549162,eliminacion_catalan,caracteres_problematicos: {'·'},"En col·laboració amb el Banc Mundial, l'Aliança Mundial per a la Discapacitat i el Desenvolupament v...",,,,,
87681262,eliminacion_catalan,caracteres_problematicos: {'/'},"En la seva resolució 65/37 A, l'Assemblea General va prendre nota de l'esmena del Protocol de Londre...",,,,,
87731210,eliminacion_catalan,caracteres_problematicos: {'/'},Informe de la Segona Comissió (A/66/442/Add.2),,,,,
87793329,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}",Drets nascuts d'un acord constitutiu de garantia [article 2.2 a)],,,,,
87822379,eliminacion_catalan,caracteres_problematicos: {'/'},"Referent a això, modificar i/o derogar totes les lleis que tinguin efectes discriminatoris, amb incl...",,,,,
87859433,eliminacion_catalan,caracteres_problematicos: {'/'},"2. En el paràgraf 2 de la seva resolució 16/32, el Consell de Drets Humans va prendre nota dels info...",,,,,
87962637,eliminacion_catalan,caracteres_problematicos: {'~'},"Dades: Ministeri d'Educació, Ciència i Tecnologia, (2008~2010), dades internes.",,,,,
88013676,eliminacion_catalan,caracteres_problematicos: {'·'},El Comitè d'Alt Nivell sobre Gestió també va recolzar les polítiques i directrius noves o revisades ...,,,,,
88035917,eliminacion_catalan,caracteres_problematicos: {'/'},"Aquests nens sofreixen moltes penalitats i són especialment vulnerables al tràfic, el treball forçós...",,,,,
88110889,eliminacion_catalan,caracteres_problematicos: {'%'},"El MM va rebre el 23,6% del pressupost bàsic aprovat per la CP, xifra molt pròxima al percentatge qu...",,,,,
88186879,eliminacion_catalan,caracteres_problematicos: {'·'},"44. Sol·licita també al Secretari General que, per conducte del seu Representant Especial, continuï ...",,,,,
88259626,eliminacion_catalan,caracteres_problematicos: {'/'},"A aquest respecte, reitera la seva posició que els viatges amb finalitats de capacitació haurien de ...",,,,,
88261992,eliminacion_catalan,caracteres_problematicos: {'%'},"Encara que es continuen observant diferències, les dades estadístiques disponibles mostren una tendè...",,,,,
88284509,eliminacion_catalan,caracteres_problematicos: {'·'},"L'any passat vam ser testimonis, en el cas de Líbia, dels problemes que comporta la col·laboració qu...",,,,,
88300306,eliminacion_catalan,caracteres_problematicos: {'/'},"Abans de prosseguir, voldria assenyalar a l'atenció dels membres una nota de la Secretaria, que nomé...",,,,,
88365532,eliminacion_catalan,caracteres_problematicos: {'·'},"Quant a la protecció dels nens, la UNPOS coordina les activitats en suport dels equips de tasques de...",,,,,
88389838,eliminacion_catalan,caracteres_problematicos: {'·'},Sol·licita al Secretari General que en el seu seixantè vuitè període de sessions l'informi sobre l'a...,,,,,
88392379,eliminacion_catalan,caracteres_problematicos: {'/'},"També en la mateixa sessió, la representant del Líban va formular observacions i preguntes (vegeu A/...",,,,,
88421800,eliminacion_catalan,caracteres_problematicos: {'%'},"A més, l'indicador d'acompliment pertinent establert en el pla estratègic de mitjà termini correspon...",,,,,
88436355,eliminacion_catalan,caracteres_problematicos: {'/'},a Font: Estats financers comprovats corresponents al bienni acabat el 31 de desembre de 2011 (A/67/5...,,,,,
88516718,eliminacion_catalan,caracteres_problematicos: {'·'},4. La Secretaria va assistir a un col·loqui organitzat pel UNIDROIT sobre els aspectes del foment de...,,,,,
88623137,eliminacion_catalan,caracteres_problematicos: {'/'},"També va indicar que, com s'havia proposat en la resolució 4/1 de la Conferència dels Estats Part, s...",,,,,
88635742,eliminacion_catalan,caracteres_problematicos: {'·'},"A més, en les conclusions figuren al·legacions que cap dels agents de policia va fer en les seves de...",,,,,
88702181,eliminacion_catalan,caracteres_problematicos: {'%'},"El total de despeses també va disminuir un 7%, fins a arribar a 5.570 milions de dòlars, enfront de ...",,,,,
88727392,eliminacion_catalan,caracteres_problematicos: {'·'},"Tinc l'honor de transmetre adjunt l'informe del Simposi d'alt nivell sobre el tema "" La col·laboraci...",,,,,
88740458,eliminacion_catalan,caracteres_problematicos: {'·'},L'organització va reconèixer a les Nacions Unides en els crèdits de la pel·lícula i va projectar un ...,,,,,
88780997,eliminacion_catalan,caracteres_problematicos: {'/'},"2/CMP.7 Ús de la terra, canvi d'ús de la terra i silvicultura 10",,,,,
88821446,eliminacion_catalan,"caracteres_problematicos: {'/', '”', '“'}","Reunió de patrocinadors i futurs copatrocinadors del projecte de resolució A/C.3/67/L.19, titulat “I...",,,,,
88822761,eliminacion_catalan,"caracteres_problematicos: {'[', ']'}","4. Programa d'assistència de les Nacions Unides per a l'ensenyament, l'estudi, la difusió i una comp...",,,,,
88832168,eliminacion_catalan,caracteres_problematicos: {'/'},Es tindran degudament en compte els criteris establerts en les resolucions 60/180 de l'Assemblea Gen...,,,,,
88900061,eliminacion_catalan,"caracteres_problematicos: {'*', '/'}","Juny de 2004 *R/V JOIDES Resolution, expedició 301 del Programa Integrat de Sondejos Oceànics a la c...",,,,,
88913586,eliminacion_catalan,caracteres_problematicos: {'%'},Potser perquè el 80% dels consumidors acudien als serveis que els recomanaven els seus agents de pro...,,,,,
89137801,eliminacion_catalan,caracteres_problematicos: {'·'},Els serveis d'assessorament creats mitjançant el programa ordinari de cooperació tècnica van resulta...,,,,,
89316407,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",3. Encoratja als Estats al fet que apliquin les recomanacions contingudes en l'informe del Grup d'Ex...,,,,,
89343384,eliminacion_catalan,caracteres_problematicos: {'*'},Observacions finals sobre el segon informe periòdic d'Albània*,,,,,
89374576,eliminacion_catalan,caracteres_problematicos: {'/'},"10. En les seves anteriors observacions finals (CEDAW/C/KHM/CO/3, par. 15), el Comitè es va mostrar ...",,,,,
89426088,eliminacion_catalan,caracteres_problematicos: {'·'},"Les sol·licituds relatives a les segones pròrrogues d'un any, a les pròrrogues de dos anys i a les p...",,,,,
89527632,eliminacion_catalan,caracteres_problematicos: {'·'},"Sobre la base de la seva col·laboració de llarga data amb el BAsD, al maig de 2012 ONUHàbitat va sig...",,,,,
89549538,eliminacion_catalan,caracteres_problematicos: {'/'},"El Comitè va continuar el seu estudi de la millor manera de descriure i rendir comptes, en el docume...",,,,,
89756801,eliminacion_catalan,caracteres_problematicos: {'/'},La República Àrab Siriana va condemnar les pràctiques i conducta israelianes dirigides a controlar i...,,,,,
89776015,eliminacion_catalan,caracteres_problematicos: {'·'},":: Des de l'inici del procediment de seguiment, s'han sol·licitat 73 informes entre els períodes de ...",,,,,
89802689,eliminacion_catalan,caracteres_problematicos: {'/'},En les actes resumides corresponents (A/C.2/69/SR.26 i 27) figura una ressenya de les deliberacions ...,,,,,
89810620,eliminacion_catalan,caracteres_problematicos: {'['},[Aprovada en votació registrada per 44 vots contra cap i 3 abstencions.,,,,,
90002423,eliminacion_catalan,caracteres_problematicos: {'/'},68/223. Cultura i desenvolupament sostenible,,,,,
90029538,eliminacion_catalan,caracteres_problematicos: {'/'},El Comitè tindrà davant seu l'informe del grup de treball (CEDAW/C/PSWG/60/1) i les respostes dels E...,,,,,
90097322,eliminacion_catalan,caracteres_problematicos: {'·'},"En sol·licitar més anàlisi en l'informe, com el conjunt de conclusions sobre l'impacte, les delegaci...",,,,,
90259706,eliminacion_catalan,caracteres_problematicos: {'/'},"En relació amb la seva carta de data 17 de setembre de 2013, amb número de referència SCA/1113 (12),...",,,,,
90290975,eliminacion_catalan,caracteres_problematicos: {'/'},"El desenvolupament de la plataforma basada en la web, coneguda com "" el PNUMA en Viu "" ha avançat co...",,,,,
90331105,eliminacion_catalan,"caracteres_problematicos: {'•', '·'}","• Paràgraf 2 de l'article 77 - Una persona és culpable d'haver comès un delicte si fabrica, processa...",,,,,
90389593,eliminacion_catalan,caracteres_problematicos: {'/'},La informació facilitada per algunes Parts va ser mínima i es va limitar a l'enfortiment institucion...,,,,,
90397873,eliminacion_catalan,caracteres_problematicos: {'/'},"En el paràgraf 35 de la seva resolució 59/116, de 10 de desembre de 2004, l'Assemblea General va dem...",,,,,
90420042,eliminacion_catalan,caracteres_problematicos: {'/'},La descripció dels casos transmesos i el contingut de les respostes dels governs figuren en les opin...,,,,,
90457613,eliminacion_catalan,caracteres_problematicos: {'/'},"Reiterant una proposta que s'havia formulat en aquell període de sessions, una delegació va suggerir...",,,,,
90487241,eliminacion_catalan,caracteres_problematicos: {'·'},"Els aqüífers o sistemes aqüífers transfronterers i les instal·lacions, construccions i altres obres ...",,,,,
90612858,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Tassos Papadopoulos, en el seixantè segon període de sessions de l'Assemblea General de les Nacions ...",,,,,
90670826,eliminacion_catalan,caracteres_problematicos: {'•'},• El Grup Directiu insta al Secretari General de les Nacions Unides al fet que estableixi un mecanis...,,,,,
90704736,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Si bé, en circumstàncies limitades, alguns Estats permeten la constitució d'una garantia real per a ...",,,,,
90722718,eliminacion_catalan,"caracteres_problematicos: {'/', '”', '“'}","El Grup de Treball va recordar que la Subcomissió d'Assumptes Jurídics, en el seu 42è període de ses...",,,,,
90767755,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}","b) Acomiadament en període de lactància, c) Maltractaments d'obra i/o paraula, d) Suspensió de tasqu...",,,,,
90778440,eliminacion_catalan,caracteres_problematicos: {'·'},Hem de reactivar els nostres esforços col·lectius per a persuadir a les parts que avancin cap a aque...,,,,,
90812937,eliminacion_catalan,"caracteres_problematicos: {'/', '·'}",Seguiment de les avaluacions referents als documents d'estratègia de lluita contra la pobresa i els ...,,,,,
90832120,eliminacion_catalan,caracteres_problematicos: {'·'},"De l'escrit d'oposició se n'ha de donar trasllat al sol·licitant, i s'ha de procedir seguidament d'a...",,,,,
90935174,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",No és necessari que s'expedeixi un coneixement d'embarqui (o un “document de titularitat” anàleg) pe...,,,,,
