linea,tipo,razon,texto_original
91889791,eliminacion_catalan,caracteres_problematicos: {'/'},"Durant el període sobre el qual s'informa, la meva Oficina ha contret compromisos i/o he començat l'..."
91915205,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '/'}","De conformitat amb el que es disposa en la resolució 2004/26 del Consell Econòmic i Social, titulada..."
91935781,eliminacion_catalan,caracteres_problematicos: {'/'},El Comitè considera que el conflicte armat de 1998/1999 i la incertesa sobre l'estatut definitiu de ...
91981289,eliminacion_catalan,caracteres_problematicos: {'·'},"Així doncs, l'avís del procediment de licitació restringida assortirà en la pràctica l'efecte, si bé..."
92008748,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '·'}",La fórmula “conformement a l'estipulat en la llicència” es refereix a la descripció que s'hagi donat...
92059191,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",“Llei de sindicats” de la República de l'Azerbaidjan - que preveu que l'adquisició de la qualitat de...
92127762,eliminacion_catalan,caracteres_problematicos: {'/'},"La Presidenta posa a consideració el projecte de resolució A/C.2/63/L.35, presentat pel Sr. Hoppe (A..."
92141335,eliminacion_catalan,caracteres_problematicos: {'/'},Resolució 57/278 de l'Assemblea General.
92144352,eliminacion_catalan,caracteres_problematicos: {'“'},“36. Zàmbia ha infringit l'article 7 de la Carta en no permetre a aquesta persona recórrer a les mes...
92201762,eliminacion_catalan,caracteres_problematicos: {'•'},• Garantirà la formació i capacitació d'especialistes i la realització d'investigacions científiques...
92210259,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","De la mateixa manera, l'ACNUDH va rebre més de 1.000 pàgines de notes verbals (o documents “no ofici..."
92212699,eliminacion_catalan,caracteres_problematicos: {'/'},L'OSE va prendre nota de la informació continguda en el document FCCC/SBI/2006/MISC.14 i la informac...
92229871,eliminacion_catalan,caracteres_problematicos: {'·'},"El dret internacional general no detalla ""principis, criteris o mètodes per determinar a priori la f..."
92252142,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",Es va celebrar així mateix un seminari sobre desarmament titulat “Two Paths to a Culture of Peace: N...
92257289,eliminacion_catalan,"caracteres_problematicos: {'%', '·'}","Va declarar a més que, en total, s'havia manufacturat 3,9 tones de VX, d'una puresa que oscil·lava e..."
92267437,eliminacion_catalan,caracteres_problematicos: {'%'},La reducció del total de la càrrega del deute obeeix a grans progressos d'uns pocs països (que repre...
92280559,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Pérez Roque (Cuba): Per quinzena ocasió consecutiva, Cuba presenta davant l'Assemblea General el pro..."
92284007,eliminacion_catalan,caracteres_problematicos: {'·'},"L'1 d'abril de 1999, després de trencar un plat i esquinçar el seu matalàs amb un dels trossos, l'au..."
92324201,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Quant a la forma de les comunicacions, el Grup de Treball va convenir que l'entitat adjudicadora hav..."
92324532,eliminacion_catalan,caracteres_problematicos: {'/'},Vegeu Conferència de 1995 de les Parts encarregada de l'examen i la pròrroga del Tractat sobre la no...
92341690,eliminacion_catalan,caracteres_problematicos: {'/'},"Vegeu la secció C infra i A/CN.9/575, paràgrafs 12 a 14."
92362787,eliminacion_catalan,"caracteres_problematicos: {']', '['}",14a sessió Enfortiment de la coordinació de l'assistència humanitària i de socors en casos de desast...
92367220,eliminacion_catalan,caracteres_problematicos: {'·'},"L'última observació sobre el context és que, paral·lelament, tots els dies, en els informes que es p..."
92457682,eliminacion_catalan,caracteres_problematicos: {'”'},El Consell de Seguretat va escoltar les exposicions informatives del Sr Gambari i del Sr Chikoti”.
92539991,eliminacion_catalan,"caracteres_problematicos: {'“', '―', '”'}",Cal esmentar que totes les normes del Banc Nacional de Moldova que es refereixen a la lluita contra ...
92565584,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","També estan el Coronel Faso i el General Vambo, tots dos coneguts com “Maskita”, que lluiten pel Gov..."
92596086,eliminacion_catalan,caracteres_problematicos: {'·'},"El Comitè de Satèl·lits d'Observació de la Terra, entitat no governamental, i la Spaceweek Internati..."
92605146,eliminacion_catalan,caracteres_problematicos: {'/'},"Les resolucions i decisions aprovades per la Comissió, així com els projectes de resolució i decisió..."
92622544,eliminacion_catalan,"caracteres_problematicos: {'·', '/'}",Moltes Parts han preparat plans per a prestar socors i per a reduir al mínim els efectes de les sequ...
92629518,eliminacion_catalan,"caracteres_problematicos: {']', '['}",Elecció del President de l'Assemblea General [D.4]6.
92653546,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}","Aquest procediment, que pot denominar-se el “diàleg sobre la reserva” i que constitueix probablement..."
92671013,eliminacion_catalan,caracteres_problematicos: {'”'},"Aquestes accions no implicaran, a les entitats o als funcionaris que les realitzin, responsabilitats..."
92679473,eliminacion_catalan,"caracteres_problematicos: {']', '/', '['}","A/58/PV.14 Reunió celebrada el 26 de setembre de 2003, a les 15.00 hores [A]"
92688252,eliminacion_catalan,caracteres_problematicos: {'°'},Programa provisional per al 37° període de sessions de la Comissió
92701385,eliminacion_catalan,"caracteres_problematicos: {'“', '”', '/'}","L'Assemblea adoptarà ara una decisió sobre el projecte de resolució A/57/L.79, titulat “Prevenció de..."
92760503,eliminacion_catalan,caracteres_problematicos: {'/'},Després d'aprovar els Caps d'Estat de la Comunitat Econòmica dels Estats d'Àfrica Occidental (CEDEAO...
92857547,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",En el cas que el Tribunal no pugui sufragar les despeses aprovades per a 2003 amb càrrec a les consi...
92869585,eliminacion_catalan,caracteres_problematicos: {'·'},"La Comissió Consultiva observa amb preocupació que, a finalitats de març de 2004, amb els sistemes f..."
92874954,eliminacion_catalan,caracteres_problematicos: {'&'},En un estudi efectuat el 2001 per Texas A&M es va arribar a la conclusió que l'economia nord-america...
92895564,eliminacion_catalan,"caracteres_problematicos: {'©', '•'}",© 2018 Boeuf sur le Toit Mencions legals • TERMES D'ÚS • Política de privacitat • Política de cookie...
92903226,eliminacion_catalan,caracteres_problematicos: {'*'},Escull una opció *
92921673,eliminacion_catalan,caracteres_problematicos: {'•'},• Prolongació del certificat internacional de quatre anys.
92997995,eliminacion_catalan,caracteres_problematicos: {'%'},Conversió -1.9 %
93045468,eliminacion_catalan,"caracteres_problematicos: {']', '['}",Alemanya [DE] la Xina [CN] Espanya [ÉS] Federació Russa [RU] Finlàndia [FI] Itàlia [IT] el Japó [JP]...
93171621,eliminacion_catalan,caracteres_problematicos: {'/'},"Automatice conversió PDF a Word, creació PDF/A Gratis Descàrrega_ Solid Commander"
93173211,eliminacion_catalan,caracteres_problematicos: {'·'},indicador del vent: il·luminat
93230887,eliminacion_catalan,caracteres_problematicos: {'%'},Fins a 77% Seleccioneu els Elements en PuritansPride
93306351,eliminacion_catalan,caracteres_problematicos: {'@'},Si vols que es deixin de processar les teves dades d'acord amb el que s'estipula als propòsits C-F i...
93321983,eliminacion_catalan,caracteres_problematicos: {'@'},Si vols que es deixin de processar les teves dades d'acord amb el que s'estipula als propòsits C-F i...
93325590,eliminacion_catalan,caracteres_problematicos: {'°'},Temperatura actual: 29.03° C
93370579,eliminacion_catalan,"caracteres_problematicos: {'·', '/'}","Instal·lacions: sauna / bany de vapor, pàrquing privat, karaoke; Tour Operació Oficina."
93422002,eliminacion_catalan,"caracteres_problematicos: {'&', '·'}","El B&B Hotel Leipzig-Nord és un hotel familiar que ofereix un allotjament lluminós i acollidor, a no..."
93528630,eliminacion_catalan,"caracteres_problematicos: {'/', '+'}","""Facebook Messenger 52.0.0.19.66 (Android 4.0.3+) APK"" és propietat i marca registrada de la princip..."
93567648,eliminacion_catalan,"caracteres_problematicos: {'=', '>', '/'}",la placa d'arc es fa de l'aliatge ferro d'alt crom resistents al desgast. El seu Índex de rendiment ...
93589750,eliminacion_catalan,caracteres_problematicos: {'·'},El Hard Days Night Hotel de 4 està situat al centre de Liverpool i ofereix habitacions amb molt de g...
93660928,eliminacion_catalan,"caracteres_problematicos: {'·', '/'}",Inici / Tutorial d'instal·lació
93740353,eliminacion_catalan,caracteres_problematicos: {'/'},L'electromotor del corrent altern DE CD 60-2/45.
93752687,eliminacion_catalan,"caracteres_problematicos: {'>', '・'}",Trieu el servei contingut a la carta > El tribunal de llàgrimes・les muntanyes i els rius d'amor
93761039,eliminacion_catalan,caracteres_problematicos: {'/'},Inici / Els nostres serveis / Transport de càrrega de projecte
93773791,eliminacion_catalan,caracteres_problematicos: {'·'},Per configuració multi capa teclat i efecte d'il·luminació RGB DIY.
93780664,eliminacion_catalan,caracteres_problematicos: {'·'},"Pel que l'operador de satèl·lits ""Tricolor TV"" s'ha convertit en els set canals de facto en la resol..."
93796701,eliminacion_catalan,caracteres_problematicos: {'®'},"En un estudi recent, la pèrdua de pes mitjana per als participants va ser de 9 kg. La mitjana total ..."
93818038,eliminacion_catalan,caracteres_problematicos: {'/'},"Per a motocicletes, automòbils límits permissibles moviment de la ruta és de 110 km / h en autopiste..."
93841061,eliminacion_catalan,caracteres_problematicos: {'/'},"Jo sóc un/una man, 44 , buscant un/una woman des de 30 fins 42"
93863848,eliminacion_catalan,caracteres_problematicos: {'€'},"Des de 200 € 0,28600"
93869610,eliminacion_catalan,caracteres_problematicos: {'·'},El flascó en el qual es presenta la fragància és d'una clàssica elegància i compta amb un acabat met...
93901498,eliminacion_catalan,caracteres_problematicos: {'&'},Converteix SWF a AVI Gratis en Línia_ Media.io - Convertidor Gratuït de Vídeo & Àudio
93938352,eliminacion_catalan,"caracteres_problematicos: {']', '['}",SCP-966 - Assassí del Somni [259]
94004750,eliminacion_catalan,"caracteres_problematicos: {'“', '”'}",les nostres pràctiques en relació amb la informació que recopilem de vostè quan visita els nostres l...
94106755,eliminacion_catalan,caracteres_problematicos: {'+'},Telèfon: + (65) 9827 5984 Filipines
94127339,eliminacion_catalan,caracteres_problematicos: {'·'},Aprendre tot sobre el transport en la indústria metal·lúrgica i rebre una oferta de transport.
94127959,eliminacion_catalan,caracteres_problematicos: {'·'},"Tenim totes les eines necessàries per ajudar-te a fer créixer el teu token, aconsegueix un moneder i..."
94150796,eliminacion_catalan,caracteres_problematicos: {'–'},"Bizanci, la història d'un Imperi – 2part"
94165066,eliminacion_catalan,caracteres_problematicos: {'&'},El B&B Contrada Lunga és a 45 minuts amb cotxe de l'aeroport de Varese.
94167693,eliminacion_catalan,caracteres_problematicos: {'»'},picidae » Així funciona picidae
94182142,eliminacion_catalan,caracteres_problematicos: {'·'},L'hotel disposa d'instal·lacions amb ordinadors i serveis per a negocis. El servei de bugaderia està...
355964,eliminacion_chino,caracteres_no_chinos: {'-'},他们会让太阳从我的眼睛当我耕作Fifty-Acre领域。
442522,eliminacion_chino,caracteres_no_chinos: {'.'},4.跟踪所有药物 – 特别是如果您是父母.。
477270,eliminacion_chino,caracteres_no_chinos: {'.'},天 9 和 16 八月， 星期二， 展览将开放.。
947511,eliminacion_chino,caracteres_no_chinos: {'.'},2.M1:癌症已经扩散到一个或者多个远处部位。
1382921,eliminacion_chino,caracteres_no_chinos: {'-'},为了更有力地支持那些希望优先考虑社会意识解决方案的初创公司，包括纽约和加利福尼亚在内的11个州已经通过了立法，允许成立福利公司（B-Corp）。
1413143,eliminacion_chino,caracteres_no_chinos: {'-'},这意味着欧共体希望看到Wi-Fi4EU服务更广泛地应用于现有的政府Wi-Fi网络。
1996130,eliminacion_chino,caracteres_no_chinos: {'-'},去年我们在这里1-0获胜，所以我们得重复这样的胜利。
2100614,eliminacion_chino,caracteres_no_chinos: {'.'},17. 龙医生乔安·普拉克特：一个喜爱爬虫动物的女生 Joan Procter， Dragon Doctor The Woman Who Loved Reptiles（点此amazon连结）
2187260,eliminacion_chino,caracteres_no_chinos: {'-'},VBA 和 Objective-C 是今年最可怕的语言。
2526846,eliminacion_chino,caracteres_no_chinos: {'-'},Vijaya和Kuveni（当地的统治女王）的故事让人想起希腊传说，并可能在古代原始 - 印欧语系民间故事中有共同的来源。
2592149,eliminacion_chino,caracteres_no_chinos: {'-'},在建设的初始阶段购买住房尤其有利 - 它比在最后阶段购买公寓要便宜得多。
2605211,eliminacion_chino,caracteres_no_chinos: {'.'},数据库是使用 CREATE DATABASE 命令创建的（参阅 Section 18.2）， 用 DROP DATABASE 命令删除（参阅 Section 18.5）。
2611882,eliminacion_chino,"caracteres_no_chinos: {','}","当我们更加敏感地倾听人们的声音时，他们开始更仔细地倾听自己的声音，关注他们的想法和感受（罗杰斯和法森,1957）。"
2628358,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","总体而言,2010年对ST - Ericsson公司是关键的一年。"
2633236,eliminacion_chino,"caracteres_no_chinos: {','}","事实上，根据欧洲环境署（EEA）数据，每年欧洲有10,000人的死亡 3 可归咎于噪音。"
2944588,eliminacion_chino,caracteres_no_chinos: {'-'},然而，本文将重点介绍航空航天工业（即 AMS 2750）和汽车工业（CQI-9）中最广泛采用的两种规范。
3049239,eliminacion_chino,caracteres_no_chinos: {'-'},曾与亚马逊合作的大学承认这种风险，但他们说他们所教授的概念 - 例如计算思维，信息管理和数据安全 - 对于在云计算和许多其他领域工作至关重要。
3496922,eliminacion_chino,"caracteres_no_chinos: {'%', '-'}",虽然某些宇宙在诸如星系或恒星等形态中是可见的，但暗物质构成宇宙的大部分 - 大约80%。
3542078,eliminacion_chino,caracteres_no_chinos: {'-'},UTF-8 更重要的一个特征是无状态性。
3657008,eliminacion_chino,"caracteres_no_chinos: {','}","这张海报也是一家尚未发货的小型新公司的第一款产品,2019年7月的日期似乎有些雄心勃勃。"
3736881,eliminacion_chino,caracteres_no_chinos: {'.'},18.2.3 在所有其他的比赛中（除非该国家组织预先公布不允许这一间歇）。
3880943,eliminacion_chino,caracteres_no_chinos: {'.'},如果第二个取决于你，那么第一个条件将会照顾GetTransfer.com服务。
3903528,eliminacion_chino,caracteres_no_chinos: {'-'},由两个 Rolls Royce 772B-EP（增强性能）引擎推动。
4174777,eliminacion_chino,"caracteres_no_chinos: {','}","在第一个整月，令人期待的机场欢迎8,235飞行。"
4225123,eliminacion_chino,caracteres_no_chinos: {'.'},减值主要与2011年收购的17173.com网站相关。
4451691,eliminacion_chino,caracteres_no_chinos: {'.'},13.委员会鼓励缔约国继续努力，以查明真相并确定在前南斯拉夫武装冲突之后所有被报失踪人员的命运和下落。
4589285,eliminacion_chino,caracteres_no_chinos: {'-'},灵活，完全按照自己的步调，或在最小的16-18个月
4809924,eliminacion_chino,caracteres_no_chinos: {'.'},3.如何消除公共道路测试中的安全问题。
4959707,eliminacion_chino,"caracteres_no_chinos: {','}","人工智能软件扫描了45,000张孤儿院和寄养家庭儿童的照片，并将2,930名儿童与政府丢失的儿童数据库中的照片相匹配。"
4971548,eliminacion_chino,caracteres_no_chinos: {'-'},我们的程序将删除所有的文件和记录-所有的个人跟踪-存储的不知道你和你最近的活动的信息。
5006145,eliminacion_chino,caracteres_no_chinos: {'-'},它在每个大陆都有领土，统治着400-500万人，在全球事务中占据主导地位。
5016309,eliminacion_chino,"caracteres_no_chinos: {""'""}",其他有趣的景点包括18'天花板，古老的砖墙，树冠成型和10'高大的窗户！
5259002,eliminacion_chino,caracteres_no_chinos: {'.'},53. 司法和人权部副部长在2010年1月11日第2号决议中要求，所有新事件登记簿和记录以及经司法和劳动部授权的监狱和妇女惩教场所访问登记簿都应编号，并由监狱系统总干事司秘书处签字。
5375039,eliminacion_chino,"caracteres_no_chinos: {'.', ','}","结果，丹麦整体获得了1.565亿克朗，相当于每个学生27,000克朗。"
5600360,eliminacion_chino,"caracteres_no_chinos: {','}","报告称：“我们估计，到2030年，澳大利亚的行业将需要在计算机视觉，机器人技术，人类语言技术，数据科学和其他AI专业领域的32,000至161,000名员工。"
5676194,eliminacion_chino,caracteres_no_chinos: {'.'},3.这让我说永远不要改变你是谁的好。
5742854,eliminacion_chino,"caracteres_no_chinos: {','}","截至3月份，它雇佣了12,700名员工，曾经拥有近20,000名员工。"
5807479,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","他们是3-2,每场胜利都是由一两个财产决定的。"
6045768,eliminacion_chino,caracteres_no_chinos: {'-'},因此，目前需要将彩色led屏幕制作成256 - 4096级灰度。
6098191,eliminacion_chino,caracteres_no_chinos: {'%'},之所以使用这一频率的光是因为它能轻易穿过地球大气，损失低于10%。
6105717,eliminacion_chino,caracteres_no_chinos: {'.'},最近，宽带委员会与教科文组织共同编写的一份报告认为，性别数字鸿沟实际上正在加深:2016年，上网的女性比男性少2.5亿多人。
6122208,eliminacion_chino,caracteres_no_chinos: {'-'},探索50个不同的地点，从城市到库尔斯克K-141潜艇室。
6188862,eliminacion_chino,"caracteres_no_chinos: {','}","在随后的几年中，更多的商店在荷兰和其他几个欧洲国家,1971年在南非开业。"
6442595,eliminacion_chino,caracteres_no_chinos: {'-'},但在周日，这位41岁的年轻人发布了一段自己的视频 - 穿着一件他在周日如此之多的冠军赛上所佩戴的商标红色衬衫 - 击中了他的车手。
6473576,eliminacion_chino,caracteres_no_chinos: {'-'},征求意见稿的建议修订原本拟纳入于2012年11月20日发布的年度改进2011-2013周期。
6538464,eliminacion_chino,"caracteres_no_chinos: {','}","由MPS的Colin Snodgrass和Cecilia Tubiana领导的一个小组的研究表明,67P将在2014年3月之前开始排放气体和尘埃，提前于预期，并且在飞船接到警报后两个月星期一2014年..."
6581218,eliminacion_chino,caracteres_no_chinos: {'-'},Business Storage Rackmount NAS - 如何设定并连接至 iSCSI 目标
6584754,eliminacion_chino,caracteres_no_chinos: {'.'},我们的EcoCheck系列充分体现了澳大利亚一些最重要的生态系统的脉搏…….。
6678196,eliminacion_chino,"caracteres_no_chinos: {'%', ','}","但这些都是在我们的十年卓越的卫生组织，因为到现在为止，平均非暴力运动过气比真的被带出3,4,5,甚至10在80年代%的人口大规模运动小一点,90年代，和2000年代。"
6700617,eliminacion_chino,caracteres_no_chinos: {'.'},每个熟鲑鱼回复6（）和9.6饱和度。
6728235,eliminacion_chino,"caracteres_no_chinos: {','}","2019 年 9 月 14 日,4,500 多名员工、家庭成员和亲朋好友一起庆祝 2019 年 ZKW 家庭日暨扩建工厂正式开业仪式。"
6790940,eliminacion_chino,caracteres_no_chinos: {'.'},卡多佐法学院教授Ekow N. Yankah同意这一点，“很难理解陪审团在看到该视频时是否看到任何可能的犯罪行为或正在犯下的可能原因，尤其如此。
7011554,eliminacion_chino,caracteres_no_chinos: {'%'},72%的人表示税率升高“完全不会”导致他们停止工作。
7057485,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","的研究 国际贸易联盟大会世界顶级全球工会联合会补充说,7百分比的美国受访者在经济上绝望，但这一比例在女性,16-24和教育程度较低的人群中较高。"
7069668,eliminacion_chino,caracteres_no_chinos: {'/'},1928 《蓝色列车之谜》/《蓝色特快上的秘密》
7276029,eliminacion_chino,caracteres_no_chinos: {'-'},付款和交易服务 - 金融的基本管道和命脉。
7329839,eliminacion_chino,caracteres_no_chinos: {'-'},我不能不担心成为伤害你们可爱的女儿的手段，请允许我为此道歉，以及向你保证我随时准备作出一切可能的修改，-但是从此以后。
7357800,eliminacion_chino,caracteres_no_chinos: {'-'},E-16 当生命在世上结束，最后一个祷告也祷告完了，战斗都结束了，烟雾消散，武器被收集起来，圣经合上时，我们来到你的住处。
7417380,eliminacion_chino,caracteres_no_chinos: {'-'},2014-2017年，产品通过欧盟CE认证；
7447009,eliminacion_chino,"caracteres_no_chinos: {""'""}",我们表明全球网络是远离完成，并证明不足的统一 — — 就是 '一刀切' — — 养护目标。
7454313,eliminacion_chino,caracteres_no_chinos: {'.'},Swe Li Myint 女子800米 2:16.98 8 未晋级
7595893,eliminacion_chino,caracteres_no_chinos: {'.'},Mysql 5.5及更高版本已切换到InnoDB引擎，以确保引用完整性约束和更高的并发性。
7660899,eliminacion_chino,caracteres_no_chinos: {'.'},年轻男性吸烟的风险增加了8.6倍。
7849906,eliminacion_chino,caracteres_no_chinos: {'#'},#31532；二，也是愿意来投资于这个？
8285724,eliminacion_chino,caracteres_no_chinos: {'・'},她还花了一个暑假的时间，为参议员沃尔特・蒙代尔的委员会采访移民营里的工人。
8456087,eliminacion_chino,caracteres_no_chinos: {'-'},但有人担心，黄金大米中的 B-胡萝卜素可能会在储藏的过程中降解。
8588443,eliminacion_chino,caracteres_no_chinos: {'.'},约8:47 出于 神 的、必听 神 的话.你们不听、因为你们不是出于 神 。
8769784,eliminacion_chino,caracteres_no_chinos: {'.'},人民之家，由25岁的建筑师（AncaPet.）设计成Ceauescu的个人宫殿，即使以体裁的标准来衡量，也是难以形容和独特的丑陋。
8935073,eliminacion_chino,caracteres_no_chinos: {'.'},RCP 8.5是“照常营业”。
8962001,eliminacion_chino,caracteres_no_chinos: {'-'},越来越多的专家强烈认为，主要原因是一种名为EV-D68的肠道病毒。
9259336,eliminacion_chino,caracteres_no_chinos: {'-'},房间为1-4人同性别和年龄
9276490,eliminacion_chino,caracteres_no_chinos: {'.'},"""你对那女孩的溺爱我丝毫不在意，这是实情，因为我看出来这是不自然的."""
9297527,eliminacion_chino,"caracteres_no_chinos: {','}","桑迪破坏或摧毁了新泽西州72,000多所家庭和企业。"
9334196,eliminacion_chino,caracteres_no_chinos: {'.'},与Splunk相比，Facebook的I.P.O确确实实是一场大灾难。
9519236,eliminacion_chino,caracteres_no_chinos: {'*'},*每年定期更新3次，增添新的与修订文章及图片。
9565772,eliminacion_chino,caracteres_no_chinos: {'-'},麻省理工学院和其他一些机构的研究人员已经开发出一种制造光子器件的方法 - 类似于电子器件，但是基于光而不是电 - 可以弯曲和拉伸而不会损坏。
9584444,eliminacion_chino,"caracteres_no_chinos: {'.', ','}","地震也摧毁了7,635公里的灌溉渠，影响了大约22.4万公顷耕地的收成。"
9934718,eliminacion_chino,caracteres_no_chinos: {'.'},这段距离虽仅有五英尺（约合1.5米），但研究人员们很高兴。
9983809,eliminacion_chino,"caracteres_no_chinos: {','}","但是，从大部分角度看,1920年代都是美国生活的保守时代。"
10050822,eliminacion_chino,caracteres_no_chinos: {'.'},Currency.com的联合创始人Viktor Prokopenya在2018年颁布了一项白俄罗斯法案，第8号法令，为区块链行业提供了明确的指导方针。
10058716,eliminacion_chino,caracteres_no_chinos: {'.'},中国政府计划在2020年底之前，在全国范围内建造或扩建74个机场，旨在让每年乘客容纳量高达7.2亿。
10274422,eliminacion_chino,caracteres_no_chinos: {'-'},这就是为什么我有时会拉 - 因为害怕伤害。
10454673,eliminacion_chino,"caracteres_no_chinos: {','}","在财政政策上,2004年1月，哈出台了新的税收体制，包括所谓的针对出口的“出租税”，这是一种累进税，税率随石油价格的升高而增长。"
10526845,eliminacion_chino,caracteres_no_chinos: {'%'},加息将是能源费用和固定费用，但不会适用于额外的8%的附加费被征收，以帮助解决过去的费用问题。
10613383,eliminacion_chino,caracteres_no_chinos: {'$'},生物课天兵： Can I borrow $25？
10746723,eliminacion_chino,caracteres_no_chinos: {'-'},“每个美国人都知道共和党控制白宫，参议院，众议院 - 保持政府开放是他们的工作。
10899103,eliminacion_chino,"caracteres_no_chinos: {','}","另一方面，Facebook在印度非常受欢迎，印度有大约5亿互联网用户，其中3亿人在Facebook上,2亿人使用WhatsApp。"
11207069,eliminacion_chino,caracteres_no_chinos: {'.'},每年大约有3.9亿人感染登革热病毒，主要由伊蚊（Aedes）蚊子传播，热带气候受到的打击最大。
11226178,eliminacion_chino,caracteres_no_chinos: {'-'},最近的机场： Boeing Field-King County国际机场
11257139,eliminacion_chino,caracteres_no_chinos: {'.'},已知最早的文学参考假设被发现在希腊工作的德Obitu S. Dominae。
11287682,eliminacion_chino,caracteres_no_chinos: {'-'},长、短流量测量：FSS-2的结构有效性，DFS-2以及新的简短副本。
11375738,eliminacion_chino,caracteres_no_chinos: {'.'},Microsoft Office 4.0 for Mac于1993年时分发。
11495714,eliminacion_chino,caracteres_no_chinos: {'.'},2.用剩馀的油和牛肉重复加工。
11756868,eliminacion_chino,"caracteres_no_chinos: {'-', ""'""}",下一篇： 2006 - 女男变错身《It's A Boy Girl Thing》
11833934,eliminacion_chino,"caracteres_no_chinos: {','}","过量食用糖也可能增加2型糖尿病，心脏病和癌症的风险（6,7,8）。"
11908310,eliminacion_chino,caracteres_no_chinos: {'-'},最初的摘录是一年多以来基地组织领导人的第一段录音带 - 这是自2001年9月11日美国自杀式劫持事件以来没有留言的最长时期。
11957563,eliminacion_chino,"caracteres_no_chinos: {','}","为了提高销量，许多经销商在假日季期间以 249 美元的价格出售 HomePod,279 美元也是一个常见的价格。"
12223053,eliminacion_chino,"caracteres_no_chinos: {','}","在这项研究中,4,057名无痴呆症的老年人在中年时测量了他们的血压（平均年龄为50岁）。"
12294502,eliminacion_chino,"caracteres_no_chinos: {'%', ','}","三分之一的用户订阅了Amazon Prime,14%的用户订阅了Hulu，但是Netflix的总订阅用户数量超过了Amazon和Hulu的总和。"
12402590,eliminacion_chino,"caracteres_no_chinos: {""'""}",对于流式细胞术，我们推荐预吸附系列二抗，如果您用的是 Fc 受体丰富的样品，我们还提供各种 F（ab'）2 片段的二抗。
12406343,eliminacion_chino,"caracteres_no_chinos: {'.', '-', ','}","其次，蓝牙标准越来越高 - 最新的协议，如蓝牙4.1,可以处理真正惊人的数据量，所有这些都会带来更深入和更细致的声音。"
12417220,eliminacion_chino,caracteres_no_chinos: {'.'},6月30日消息马上就是2019年7月了，你可能已经不再使用Windows Phone 8.x设备了。
12520586,eliminacion_chino,caracteres_no_chinos: {'%'},开发署的研究表明，全球残疾妇女的识字率低得只有1%（见脚注3）。
12742680,eliminacion_chino,caracteres_no_chinos: {'-'},1939年9月，BT-2第一次参加了波兰红军战役（白俄罗斯西部和乌克兰西部的“解放运动”）的军事行动，然而，他们在有限的范围内使用，因为坦克旅，无论是分开还是军团提交，已配备现代BT-7。
12762861,eliminacion_chino,"caracteres_no_chinos: {'.', '-'}",特别在移动数码设备（手机，pda，mp4.psp，等以及usb-b的便携型设备）在人们日常生活和工作中表现愈来愈重要的今天，移动电源也日益凸显其作为生活和工作重要工具的意义。
12775009,eliminacion_chino,"caracteres_no_chinos: {','}","因此,4 GB 的随机存取内存 （RAM） 是 Exchange Server 计算机可以有效利用的最大内存量。"
13367743,eliminacion_chino,caracteres_no_chinos: {'-'},以我个人观点来看，我们的最好选项是使用default-information originate命令，来发送默认路由到另一台路由器上。
13502339,eliminacion_chino,caracteres_no_chinos: {'.'},谈到JRuby的学习，我想有一本书一定值得提及一下——Practical JRuby On Rails Web 2.0 Projects：Bringing Ruby On Rails To Java。
13567065,eliminacion_chino,caracteres_no_chinos: {'.'},93. 为了影响和参与涉及社区发展的决定，所有残疾人都应享有并行使亲自或通过其组织参与政治和公共生活的权利（第二十九条）。
13839759,eliminacion_chino,caracteres_no_chinos: {'.'},对指引进行重新编排，将其分为两个主要范畴：A.环境和B.社会；
13949819,eliminacion_chino,caracteres_no_chinos: {'-'},D-Sub连接器，又称D-Sub微型连接器，是计算机中常见的电气连接器。
13989368,eliminacion_chino,"caracteres_no_chinos: {','}","通过查看两项大型研究的老年人数据，一项研究在大约90个老年死后大脑中进行，而另一项研究则在将近1,200个各个年龄段的人的血液中进行，我们可以将两种表观遗传时钟模型与我们的DNA甲基化结果进行比较。"
14013969,eliminacion_chino,caracteres_no_chinos: {'.'},4.） 在某个时刻，你就是地球下一个死掉的人。
14148536,eliminacion_chino,caracteres_no_chinos: {'*'},* 监督地区内销售团队或分支机构的绩效，重新分配资源，提高整体业绩。
14160322,eliminacion_chino,"caracteres_no_chinos: {'-', ','}","启示图片一对患难倒出作为判断地球前的最后判决（七喇叭,8-11；七碗,16）。"
14169600,eliminacion_chino,caracteres_no_chinos: {'%'},文章从122个国家的健康调查中搜集数据，涵盖全球89%人口。
